,name,year,county,time,humans,seed,sheep,lynx,wolf,predators,popst,red_fox,north,east,habitat1,habitat2
465,Stock,60,10,33,34.5,11792,7040,1.473,0.295,1.768,"234,128",170.7,519,453,3.657268978,-0.911660981
466,Orebro,60,11,33,16.2,9573,5595,0.235,0,0.235,"151,651",3.5,499,254,1.462591827,-1.005609686
467,Skara,60,13,33,27,35004,10418,0,0.9,0.9,"222,240",126,382,170,0,0
468,Alvsb,60,14,33,21.7,14373,6542,0.969,0.646,1.615,"269,322",83.2,352,101,3.657268978,-0.911660981
469,Goteborg,60,15,33,40.3,21840,11455,0,1.88,1.88,"214,342",124.1,381,44,1.396316619,2.887332404
470,Ostergl,60,16,33,20.7,13434,7172,0,0.859,0.859,"240,917",47.3,375,302,3.657268978,-0.911660981
471,Kalmar,60,17,33,18.9,14148,8987,0.684,0.513,1.197,"221,029",79.9,237,323,3.657268978,-0.911660981
472,Jonk,60,18,33,16,13332,9561,0,0,0,"171,011",140.9,269,217,3.657268978,-0.911660981
473,Halland,60,19,33,20.9,20784,10578,0,0.525,0.525,"119,578",83,208,107,1.05374808,3.462937462
474,Kronob,60,20,33,16.1,9224,7425,0.212,2.227,2.439,"152,225",50.1,184,224,3.657268978,-0.911660981
475,Kristian,60,21,33,33.2,24461,11708,0,0,0,"209,581",29.6,103,170,-3.194101806,10.60044019
476,Blek,60,22,33,38.6,13885,10198,0,0,0,"117,875",158.4,120,263,2.835104484,0.469791159
477,Malmo,60,23,33,56.3,56852,20448,0,0,0,"284,430",15.4,58,136,-3.194101806,10.60044019
478,Norrb,61,1,34,0.7,233,117,0.009,0.358,0.367,"69,225",5,1439,513,-5.108696594,-3.057622193
479,Vasterb,61,2,34,1.4,508,254,0,0.101,0.101,"81,478",8.7,1179,415,-5.309734561,-3.355977912
480,Jamt,61,3,34,1.1,353,177,0.018,0.055,0.073,"61,218",2.4,976,222,-4.993817756,-2.887133211
481,Vastern,61,4,34,5,1647,823,0.779,0.043,0.822,"116,669",14.5,962,387,-4.781058813,-2.548038063
482,Gavle,61,5,34,6.9,2686,1343,0.962,0.354,1.316,"136,061",15.4,756,336,-4.062374376,-1.464477498
483,Koppar,61,6,34,5.5,3144,1572,0.822,0.526,1.348,"166,899",11.3,696,221,-5.0056477,-2.88665074
484,Varm,61,7,34,12.7,8000,4000,0.99,0,0.99,"247,171",36.7,564,140,-3.511004297,-2.628673034
485,Upps,61,8,34,12.8,11287,5644,1.11,0.833,1.943,"92,536",94.2,588,422,3.657268978,-0.911660981
486,Vastml,61,9,34,15.6,10470,5235,0.454,0.454,0.908,"103,300",121.7,557,337,3.154624876,-0.893471208
487,Stock,61,10,34,34.5,12180,6090,2.209,0,2.209,"234,128",147.6,519,453,3.657268978,-0.911660981
488,Orebro,61,11,34,16.2,9495,4748,0,0,0,"151,651",3.2,499,254,1.462591827,-1.005609686
489,Skara,61,13,34,27,33088,16544,0,0.487,0.487,"222,240",145.2,382,170,0,0
490,Alvsb,61,14,34,21.7,15166,7583,0.484,1.534,2.018,"269,322",98.3,352,101,3.657268978,-0.911660981
491,Goteborg,61,15,34,40.3,19158,9579,0,0.752,0.752,"214,342",122,381,44,1.396316619,2.887332404
492,Ostergl,61,16,34,20.7,14417,7209,0.429,0,0.429,"240,917",64.7,375,302,3.657268978,-0.911660981
493,Kalmar,61,17,34,18.9,12373,6187,0.77,0.599,1.369,"221,029",106,237,323,3.657268978,-0.911660981
494,Jonk,61,18,34,16,12831,6416,0.374,0,0.374,"171,011",116.5,269,217,3.657268978,-0.911660981
495,Halland,61,19,34,20.9,19948,9974,0.35,0.35,0.7,"119,578",79,208,107,1.05374808,3.462937462
496,Kronob,61,20,34,16.1,8942,4471,0.318,0,0.318,"152,225",40.7,184,224,3.657268978,-0.911660981
497,Kristian,61,21,34,33.2,24655,12327,0,0,0,"209,581",77.3,103,170,-3.194101806,10.60044019
498,Blek,61,22,34,38.6,14101,7051,0,0,0,"117,875",117.8,120,263,2.835104484,0.469791159
499,Malmo,61,23,34,56.3,57059,28529,0,0,0,"284,430",52.3,58,136,-3.194101806,10.60044019
500,Norrb,62,1,35,0.7,233,117,0.009,0.443,0.452,"69,225",4.5,1439,513,-5.108696594,-3.057622193
501,Vasterb,62,2,35,1.4,508,254,0,0.051,0.051,"81,478",6.3,1179,415,-5.309734561,-3.355977912
502,Jamt,62,3,35,1.1,353,177,0.148,0.259,0.407,"61,218",3,976,222,-4.993817756,-2.887133211
503,Vastern,62,4,35,5,1647,823,0.736,0.043,0.779,"116,669",14.9,962,387,-4.781058813,-2.548038063
504,Gavle,62,5,35,6.9,2686,1343,1.519,0.101,1.62,"136,061",15.3,756,336,-4.062374376,-1.464477498
505,Koppar,62,6,35,5.5,3144,1572,0.789,0.493,1.282,"166,899",14.2,696,221,-5.0056477,-2.88665074
506,Varm,62,7,35,12.7,8000,4000,0.799,0.064,0.863,"247,171",39.3,564,140,-3.511004297,-2.628673034
507,Upps,62,8,35,12.8,11287,5644,0.833,0,0.833,"92,536",102.4,588,422,3.657268978,-0.911660981
508,Vastml,62,9,35,15.6,10470,5235,0.605,0.907,1.512,"103,300",123.8,557,337,3.154624876,-0.893471208
509,Stock,62,10,35,34.5,12180,6090,0.589,0,0.589,"234,128",139.2,519,453,3.657268978,-0.911660981
510,Orebro,62,11,35,16.2,9495,4748,0,0,0,"151,651",7.9,499,254,1.462591827,-1.005609686
511,Soderml,62,12,35,19.2,11710,5855,0.454,0,0.454,"126,705",58,463,361,3.657268978,-0.911660981
512,Skara,62,13,35,27,33088,16544,0,0.73,0.73,"222,240",131.9,382,170,0,0
513,Alvsb,62,14,35,21.7,15166,7583,0.484,0.404,0.888,"269,322",99.3,352,101,3.657268978,-0.911660981
514,Goteborg,62,15,35,40.3,19158,9579,0,0.564,0.564,"214,342",124.4,381,44,1.396316619,2.887332404
515,Ostergl,62,16,35,20.7,14417,7209,0.429,0,0.429,"240,917",67.6,375,302,3.657268978,-0.911660981
516,Kalmar,62,17,35,18.9,12373,6187,0.855,0,0.855,"221,029",122.7,237,323,3.657268978,-0.911660981
517,Jonk,62,18,35,16,12831,6416,0,0,0,"171,011",97,269,217,3.657268978,-0.911660981
518,Halland,62,19,35,20.9,19948,9974,0.525,0,0.525,"119,578",73.3,208,107,1.05374808,3.462937462
519,Kronob,62,20,35,16.1,8942,4471,0.106,0,0.106,"152,225",36.7,184,224,3.657268978,-0.911660981
520,Kristian,62,21,35,33.2,24655,12327,0,0.95,0.95,"209,581",77.7,103,170,-3.194101806,10.60044019
521,Blek,62,22,35,38.6,14101,7051,0,0,0,"117,875",134.5,120,263,2.835104484,0.469791159
522,Malmo,62,23,35,56.3,57059,28529,0,0,0,"284,430",54.6,58,136,-3.194101806,10.60044019
523,Norrb,63,1,36,0.7,233,117,0.028,0.424,0.452,"74,576",5.1,1439,513,-5.108696594,-3.057622193
524,Vasterb,63,2,36,1.5,508,254,0.186,0.202,0.388,"88,763",6.8,1179,415,-5.309734561,-3.355977912
525,Jamt,63,3,36,1.3,353,177,0.148,0.166,0.314,"68,071",3.5,976,222,-4.993817756,-2.887133211
526,Vastern,63,4,36,5.5,1647,823,1.255,0,1.255,"127,524",15.1,962,387,-4.781058813,-2.548038063
527,Gavle,63,5,36,7.3,2686,1343,1.923,0.152,2.075,"143,793",16.5,756,336,-4.062374376,-1.464477498
528,Koppar,63,6,36,5.7,3144,1572,0.592,0.625,1.217,"174,758",13.1,696,221,-5.0056477,-2.88665074
529,Varm,63,7,36,13.4,8000,4000,0.598,0.129,0.727,"259,612",41.9,564,140,-3.511004297,-2.628673034
530,Upps,63,8,36,13.4,11287,5644,0.416,0.278,0.694,"96,766",101.5,588,422,3.657268978,-0.911660981
531,Vastml,63,9,36,16.5,10470,5235,1.058,0.605,1.663,"108,859",114.8,557,337,3.154624876,-0.893471208
532,Stock,63,10,36,38.6,12180,6090,0.295,0,0.295,"261,819",159.5,519,453,3.657268978,-0.911660981
533,Orebro,63,11,36,17.4,9495,4748,0,0,0,"162,717",10.9,499,254,1.462591827,-1.005609686
534,Soderml,63,12,36,20.3,11710,5855,0,0,0,"133,900",57.7,463,361,3.657268978,-0.911660981
535,Skara,63,13,36,28.8,33088,16544,0,0.122,0.122,"236,775",116.9,382,170,0,0
536,Alvsb,63,14,36,22.5,15166,7583,0.404,1.13,1.534,"279,153",93.6,352,101,3.657268978,-0.911660981
537,Goteborg,63,15,36,43.6,19158,9579,0,0.188,0.188,"232,181",132.1,381,44,1.396316619,2.887332404
538,Ostergl,63,16,36,21.7,14417,7209,0.343,0.086,0.429,"253,148",62.4,375,302,3.657268978,-0.911660981
539,Kalmar,63,17,36,19.9,12373,6187,0.086,0,0.086,"233,165",133.6,237,323,3.657268978,-0.911660981
540,Jonk,63,18,36,17.2,12831,6416,0.093,0,0.093,"183,851",108.1,269,217,3.657268978,-0.911660981
541,Halland,63,19,36,22,19948,9974,0,0,0,"126,060",62.8,208,107,1.05374808,3.462937462
542,Kronob,63,20,36,17.2,8942,4471,0,0,0,"162,553",49.3,184,224,3.657268978,-0.911660981
543,Kristian,63,21,36,35.2,24655,12327,0,0,0,"222,235",66.6,103,170,-3.194101806,10.60044019
544,Blek,63,22,36,41.1,14101,7051,0,0,0,"125,436",90.3,120,263,2.835104484,0.469791159
545,Malmo,63,23,36,60.4,57059,28529,0,0,0,"305,261",52.5,58,136,-3.194101806,10.60044019
546,Norrb,64,1,37,0.7,233,117,0.009,0.604,0.613,"74,576",5.8,1439,513,-5.108696594,-3.057622193
547,Vasterb,64,2,37,1.5,508,254,0.219,0.219,0.438,"88,763",5.8,1179,415,-5.309734561,-3.355977912
548,Jamt,64,3,37,1.3,353,177,0.333,0.24,0.573,"68,071",4.9,976,222,-4.993817756,-2.887133211
549,Vastern,64,4,37,5.5,1647,823,1.774,0.043,1.817,"127,524",24.8,962,387,-4.781058813,-2.548038063
550,Gavle,64,5,37,7.3,2686,1343,1.721,0.253,1.974,"143,793",22,756,336,-4.062374376,-1.464477498
551,Koppar,64,6,37,5.7,3144,1572,0.756,0.691,1.447,"174,758",15.4,696,221,-5.0056477,-2.88665074
552,Varm,64,7,37,13.4,8000,4000,0.402,0.193,0.595,"259,612",44.5,564,140,-3.511004297,-2.628673034
553,Upps,64,8,37,13.4,11287,5644,0.833,0.416,1.249,"96,766",111.7,588,422,3.657268978,-0.911660981
554,Vastml,64,9,37,16.5,10470,5235,0.907,0.454,1.361,"108,859",109.2,557,337,3.154624876,-0.893471208
555,Stock,64,10,37,38.6,12180,6090,0.589,0,0.589,"261,819",107.1,519,453,3.657268978,-0.911660981
556,Orebro,64,11,37,17.4,9495,4748,0,0,0,"162,717",6.2,499,254,1.462591827,-1.005609686
557,Soderml,64,12,37,20.3,11710,5855,0,0,0,"133,900",73.9,463,361,3.657268978,-0.911660981
558,Skara,64,13,37,28.8,33088,16544,0,0.122,0.122,"236,775",107.3,382,170,0,0
559,Alvsb,64,14,37,22.5,15166,7583,0.565,0.969,1.534,"279,153",83.6,352,101,3.657268978,-0.911660981
560,Goteborg,64,15,37,43.6,19158,9579,0,0.564,0.564,"232,181",115.2,381,44,1.396316619,2.887332404
561,Ostergl,64,16,37,21.7,14417,7209,0.515,0.086,0.601,"253,148",73.2,375,302,3.657268978,-0.911660981
562,Kalmar,64,17,37,19.9,12373,6187,0,0,0,"233,165",76.3,237,323,3.657268978,-0.911660981
563,Jonk,64,18,37,17.2,12831,6416,0.28,0.187,0.467,"183,851",116.1,269,217,3.657268978,-0.911660981
564,Halland,64,19,37,22,19948,9974,0.175,0.699,0.874,"126,060",74.5,208,107,1.05374808,3.462937462
565,Kronob,64,20,37,17.2,8942,4471,0.106,0.106,0.212,"162,553",53.6,184,224,3.657268978,-0.911660981
566,Kristian,64,21,37,35.2,24655,12327,0,0,0,"222,235",82.8,103,170,-3.194101806,10.60044019
567,Blek,64,22,37,41.1,14101,7051,0,0,0,"125,436",130.9,120,263,2.835104484,0.469791159
568,Malmo,64,23,37,60.4,57059,28529,0,0,0,"305,261",53.5,58,136,-3.194101806,10.60044019
569,Norrb,65,1,38,0.7,233,117,0,0.358,0.358,"74,576",6.6,1439,513,-5.108696594,-3.057622193
570,Vasterb,65,2,38,1.5,508,254,0.017,0.034,0.051,"88,763",6.3,1179,415,-5.309734561,-3.355977912
571,Jamt,65,3,38,1.3,353,177,0.333,0.018,0.351,"68,071",2.9,976,222,-4.993817756,-2.887133211
572,Vastern,65,4,38,5.5,1647,823,1.082,0,1.082,"127,524",20.1,962,387,-4.781058813,-2.548038063
573,Gavle,65,5,38,7.3,2686,1343,2.582,0.253,2.835,"143,793",32.5,756,336,-4.062374376,-1.464477498
574,Koppar,65,6,38,5.7,3144,1572,0.756,0.559,1.315,"174,758",18.3,696,221,-5.0056477,-2.88665074
575,Varm,65,7,38,13.4,8000,4000,0.206,0.258,0.464,"259,612",47.1,564,140,-3.511004297,-2.628673034
576,Upps,65,8,38,13.4,11287,5644,0.694,0.139,0.833,"96,766",136,588,422,3.657268978,-0.911660981
577,Vastml,65,9,38,16.5,10470,5235,0.151,0.454,0.605,"108,859",55.9,557,337,3.154624876,-0.893471208
578,Stock,65,10,38,38.6,12180,6090,0.442,0,0.442,"261,819",113.6,519,453,3.657268978,-0.911660981
579,Orebro,65,11,38,17.4,9495,4748,0.214,0.214,0.428,"162,717",46.1,499,254,1.462591827,-1.005609686
580,Soderml,65,12,38,20.3,11710,5855,0.454,0,0.454,"133,900",80.2,463,361,3.657268978,-0.911660981
581,Skara,65,13,38,28.8,33088,16544,0,0,0,"236,775",56.9,382,170,0,0
582,Ostergl,65,16,38,21.7,14417,7209,0.258,0,0.258,"253,148",79.3,375,302,3.657268978,-0.911660981
583,Kalmar,65,17,38,19.9,12373,6187,0,0,0,"233,165",164.4,237,323,3.657268978,-0.911660981
584,Jonk,65,18,38,17.2,12831,6416,0.28,0,0.28,"183,851",109.1,269,217,3.657268978,-0.911660981
585,Halland,65,19,38,22,19948,9974,0.35,0,0.35,"126,060",86,208,107,1.05374808,3.462937462
586,Kronob,65,20,38,17.2,8942,4471,0,0,0,"162,553",178,184,224,3.657268978,-0.911660981
587,Kristian,65,21,38,35.2,24655,12327,0,0,0,"222,235",191.9,103,170,-3.194101806,10.60044019
588,Blek,65,22,38,41.1,14101,7051,0,0,0,"125,436",139.1,120,263,2.835104484,0.469791159
589,Malmo,65,23,38,60.4,57059,28529,0,0,0,"305,261",81.4,58,136,-3.194101806,10.60044019
590,Norrb,66,1,39,0.7,175,450,0,0.113,0.113,"74,576",16,1439,513,-5.108696594,-3.057622193
591,Vasterb,66,2,39,1.5,475,1095,0.118,0.051,0.169,"88,763",15,1179,415,-5.309734561,-3.355977912
592,Jamt,66,3,39,1.3,349,2106,0.555,0.129,0.684,"68,071",6.1,976,222,-4.993817756,-2.887133211
593,Vastern,66,4,39,5.5,1743,3202,1.255,0,1.255,"127,524",23.5,962,387,-4.781058813,-2.548038063
594,Gavle,66,5,39,7.3,2568,3855,1.164,0.101,1.265,"143,793",42.3,756,336,-4.062374376,-1.464477498
595,Koppar,66,6,39,5.7,3212,3783,0.855,0.46,1.315,"174,758",22.1,696,221,-5.0056477,-2.88665074
596,Varm,66,7,39,13.4,7386,4467,0.309,0.567,0.876,"259,612",64.9,564,140,-3.511004297,-2.628673034
597,Upps,66,8,39,13.4,10632,6221,0.833,0,0.833,"96,766",57.6,588,422,3.657268978,-0.911660981
598,Vastml,66,9,39,16.5,11122,4993,0.756,0,0.756,"108,859",73.2,557,337,3.154624876,-0.893471208
599,Stock,66,10,39,38.6,12568,7027,0.147,0,0.147,"261,819",82.9,519,453,3.657268978,-0.911660981
600,Orebro,66,11,39,17.4,9418,5707,0,0,0,"162,717",86.4,499,254,1.462591827,-1.005609686
601,Soderml,66,12,39,20.3,12777,10494,0,0,0,"133,900",53.7,463,361,3.657268978,-0.911660981
602,Skara,66,13,39,28.8,31172,10009,0,0,0,"236,775",91.1,382,170,0,0
603,Ostergl,66,16,39,21.7,15400,7625,0.343,0,0.343,"253,148",59.6,375,302,3.657268978,-0.911660981
604,Kalmar,66,17,39,19.9,10598,9453,0,0,0,"233,165",141.1,237,323,3.657268978,-0.911660981
605,Jonk,66,18,39,17.2,12331,9848,0.093,0,0.093,"183,851",108.8,269,217,3.657268978,-0.911660981
606,Halland,66,19,39,22,19113,9296,0.175,0.175,0.35,"126,060",89.9,208,107,1.05374808,3.462937462
607,Kronob,66,20,39,17.2,8660,7778,0,0,0,"162,553",63.6,184,224,3.657268978,-0.911660981
608,Blek,66,22,39,41.1,14317,8646,0,0,0,"125,436",188.5,120,263,2.835104484,0.469791159
609,Malmo,66,23,39,60.4,57265,23550,0,0,0,"305,261",59.2,58,136,-3.194101806,10.60044019
610,Norrb,67,1,40,0.7,199,431,0,0.208,0.208,"74,576",14.4,1439,513,-5.108696594,-3.057622193
611,Vasterb,67,2,40,1.5,465,950,0.084,0.186,0.27,"88,763",8.6,1179,415,-5.309734561,-3.355977912
612,Jamt,67,3,40,1.3,344,2020,0.277,0.314,0.591,"68,071",7.1,976,222,-4.993817756,-2.887133211
613,Vastern,67,4,40,5.5,1545,3061,0.606,0.087,0.693,"127,524",19.9,962,387,-4.781058813,-2.548038063
614,Gavle,67,5,40,7.3,2535,3850,1.063,0.253,1.316,"143,793",33.6,756,336,-4.062374376,-1.464477498
615,Koppar,67,6,40,5.7,3297,3621,0.855,0.197,1.052,"174,758",17.8,696,221,-5.0056477,-2.88665074
616,Varm,67,7,40,13.4,8115,4964,1.032,0.155,1.187,"259,612",60.9,564,140,-3.511004297,-2.628673034
617,Upps,67,8,40,13.4,10728,6135,0.139,0.833,0.972,"96,766",75.6,588,422,3.657268978,-0.911660981
618,Vastml,67,9,40,16.5,11590,5014,0.302,0.302,0.604,"108,859",64,557,337,3.154624876,-0.893471208
619,Stock,67,10,40,38.6,12611,6901,0.589,0,0.589,"261,819",86.8,519,453,3.657268978,-0.911660981
620,Orebro,67,11,40,17.4,9535,5546,0.321,0.107,0.428,"162,717",74.7,499,254,1.462591827,-1.005609686
621,Soderml,67,12,40,20.3,13185,10311,0,0,0,"133,900",56.6,463,361,3.657268978,-0.911660981
622,Skara,67,13,40,28.8,31797,9754,0,0,0,"236,775",128,382,170,0,0
623,Alvsb,67,14,40,22.5,16099,8557,0.081,0.484,0.565,"279,153",90.7,352,101,3.657268978,-0.911660981
624,Goteborg,67,15,40,43.6,23233,10182,0,0,0,"232,181",55.6,381,44,1.396316619,2.887332404
625,Ostergl,67,16,40,21.7,15369,7474,0,0,0,"253,148",68.5,375,302,3.657268978,-0.911660981
626,Kalmar,67,17,40,19.9,10513,9359,0,0.171,0.171,"233,165",136.1,237,323,3.657268978,-0.911660981
627,Jonk,67,18,40,17.2,12874,9860,0,0,0,"183,851",108.7,269,217,3.657268978,-0.911660981
628,Halland,67,19,40,22,21010,9340,0,1.049,1.049,"126,060",93,208,107,1.05374808,3.462937462
629,Kronob,67,20,40,17.2,8459,7935,0,0,0,"162,553",73.2,184,224,3.657268978,-0.911660981
630,Kristian,67,21,40,35.2,25266,13295,0,0,0,"222,235",286.1,103,170,-3.194101806,10.60044019
631,Blek,67,22,40,41.1,14828,8504,0,0,0,"125,436",163.3,120,263,2.835104484,0.469791159
632,Malmo,67,23,40,60.4,57431,23585,0,0,0,"305,261",72.9,58,136,-3.194101806,10.60044019
633,Norrb,68,1,41,0.7,193,535,0,0.085,0.085,"76,057",6.6,1439,513,-5.108696594,-3.057622193
634,Vasterb,68,2,41,1.5,427,847,0,0.118,0.118,"91,759",7.8,1179,415,-5.309734561,-3.355977912
635,Jamt,68,3,41,1.3,342,1988,0.481,0.148,0.629,"70,463",7.1,976,222,-4.993817756,-2.887133211
636,Vastern,68,4,41,5.8,1503,2923,0.389,0.216,0.605,"134,598",17.3,962,387,-4.781058813,-2.548038063
637,Gavle,68,5,41,7.5,2496,3621,1.063,0.101,1.164,"147,416",21,756,336,-4.062374376,-1.464477498
638,Koppar,68,6,41,5.8,3429,3371,0.724,0.033,0.757,"175,523",13.8,696,221,-5.0056477,-2.88665074
639,Varm,68,7,41,13.4,8209,4050,0.825,0.206,1.031,"260,392",60.1,564,140,-3.511004297,-2.628673034
640,Upps,68,8,41,14,10967,5030,0.139,0.416,0.555,"100,519",53.7,588,422,3.657268978,-0.911660981
641,Vastml,68,9,41,17.2,12090,4173,0.907,0,0.907,"114,033",65.8,557,337,3.154624876,-0.893471208
642,Stock,68,10,41,39.4,12917,5943,0,0,0,"267,260",107.2,519,453,3.657268978,-0.911660981
643,Orebro,68,11,41,18,9439,4746,0.642,0,0.642,"167,796",54.1,499,254,1.462591827,-1.005609686
644,Soderml,68,12,41,20.6,13258,9444,0,0,0,"136,114",56.5,463,361,3.657268978,-0.911660981
645,Skara,68,13,41,29.6,31975,8130,0,0,0,"243,561",114.6,382,170,0,0
646,Alvsb,68,14,41,22.5,16125,7675,0.161,0,0.161,"279,233",81.7,352,101,3.657268978,-0.911660981
647,Goteborg,68,15,41,43.7,22600,7829,0.188,0,0.188,"232,389",48.7,381,44,1.396316619,2.887332404
648,Ostergl,68,16,41,21.8,15395,6136,0,0,0,"254,265",63.3,375,302,3.657268978,-0.911660981
649,Kalmar,68,17,41,19.9,10707,8262,0,0,0,"233,110",126.5,237,323,3.657268978,-0.911660981
650,Jonk,68,18,41,16.8,12962,7133,0,0,0,"179,873",87.3,269,217,3.657268978,-0.911660981
651,Halland,68,19,41,22.2,20965,7609,0,0,0,"127,221",75,208,107,1.05374808,3.462937462
652,Kronob,68,20,41,16.8,8599,5770,0,0,0,"158,879",52.3,184,224,3.657268978,-0.911660981
653,Kristian,68,21,41,35.1,25473,12000,0,0,0,"221,957",144.7,103,170,-3.194101806,10.60044019
654,Blek,68,22,41,41.3,14632,7796,0,0,0,"126,037",133.2,120,263,2.835104484,0.469791159
655,Malmo,68,23,41,62.6,56639,20790,0,0,0,"316,042",63.8,58,136,-3.194101806,10.60044019
656,Norrb,69,1,42,0.7,233,494,0.009,0.085,0.094,"76,057",6.3,1439,513,-5.108696594,-3.057622193
657,Vasterb,69,2,42,1.5,450,977,0.034,0.051,0.085,"91,759",7.5,1179,415,-5.309734561,-3.355977912
658,Jamt,69,3,42,1.3,344,1988,0.351,0,0.351,"70,463",8.2,976,222,-4.993817756,-2.887133211
659,Vastern,69,4,42,5.8,1544,2985,0.563,0.087,0.65,"134,598",16.5,962,387,-4.781058813,-2.548038063
660,Gavle,69,5,42,7.5,2507,3645,0.607,0,0.607,"147,416",15.3,756,336,-4.062374376,-1.464477498
661,Varm,69,7,42,13.4,8133,4551,0.619,0.103,0.722,"260,392",35.6,564,140,-3.511004297,-2.628673034
662,Upps,69,8,42,14,11064,5707,0.416,0.416,0.832,"100,519",56.2,588,422,3.657268978,-0.911660981
663,Vastml,69,9,42,17.2,11996,4660,1.058,0.302,1.36,"114,033",34,557,337,3.154624876,-0.893471208
664,Stock,69,10,42,39.4,12674,6884,0,0.295,0.295,"267,260",72.3,519,453,3.657268978,-0.911660981
665,Orebro,69,11,42,18,10261,5308,0.749,0,0.749,"167,796",47,499,254,1.462591827,-1.005609686
666,Soderml,69,12,42,20.6,13658,9833,0,0,0,"136,114",43.6,463,361,3.657268978,-0.911660981
667,Skara,69,13,42,29.6,32735,9019,0,0,0,"243,561",89.2,382,170,0,0
668,Alvsb,69,14,42,22.5,16447,7579,0.404,0.161,0.565,"279,233",63.4,352,101,3.657268978,-0.911660981
669,Goteborg,69,15,42,43.7,23085,8697,0.188,0,0.188,"232,389",38.7,381,44,1.396316619,2.887332404
670,Ostergl,69,16,42,21.8,15888,6858,0,0,0,"254,265",45.5,375,302,3.657268978,-0.911660981
671,Kalmar,69,17,42,19.9,10933,8661,0,0,0,"233,110",82.9,237,323,3.657268978,-0.911660981
672,Jonk,69,18,42,16.8,12962,9860,0,0,0,"179,873",70.3,269,217,3.657268978,-0.911660981
673,Halland,69,19,42,22.2,20608,8425,0,0,0,"127,221",48.6,208,107,1.05374808,3.462937462
674,Kronob,69,20,42,16.8,8636,6779,0,0,0,"158,879",47.4,184,224,3.657268978,-0.911660981
675,Kristian,69,21,42,35.1,26399,13983,0,0,0,"221,957",84.9,103,170,-3.194101806,10.60044019
676,Blek,69,22,42,41.3,14891,7537,0,0,0,"126,037",67.7,120,263,2.835104484,0.469791159
677,Malmo,69,23,42,62.6,56942,22999,0,0,0,"316,042",52.5,58,136,-3.194101806,10.60044019
678,Vasterb,76,2,49,1.7,542,1027,0.067,0.084,0.151,"98,043",9.6,1179,415,-5.309734561,-3.355977912
679,Jamt,76,3,49,1.4,368,2058,0.333,0.407,0.74,"75,756",5.6,976,222,-4.993817756,-2.887133211
680,Vastern,76,4,49,6.5,1685,3298,0.822,0,0.822,"150,234",18.2,962,387,-4.781058813,-2.548038063
681,Gavle,76,5,49,8.3,2767,3757,0.658,0,0.658,"163,197",13.5,756,336,-4.062374376,-1.464477498
682,Upps,76,8,49,14.5,13155,5530,0.278,0,0.278,"104,371",59,588,422,3.657268978,-0.911660981
683,Stock,76,10,49,42.6,13419,6077,0,0,0,"289,164",45.8,519,453,3.657268978,-0.911660981
684,Orebro,76,11,49,19.2,11380,4631,0.428,0,0.428,"178,951",39.7,499,254,1.462591827,-1.005609686
685,Soderml,76,12,49,21.3,14070,8635,0,0,0,"140,922",83.2,463,361,3.657268978,-0.911660981
686,Alvsb,76,14,49,23.1,20534,7966,0.323,0,0.323,"285,810",68.4,352,101,3.657268978,-0.911660981
687,Goteborg,76,15,49,45.9,23099,8232,0.376,0,0.376,"244,010",83.1,381,44,1.396316619,2.887332404
688,Kalmar,76,17,49,20.5,12045,9473,0,0,0,"239,847",101.8,237,323,3.657268978,-0.911660981
689,Halland,76,19,49,23,23280,9895,0,0,0,"131,710",64.9,208,107,1.05374808,3.462937462
690,Kronob,76,20,49,17.6,11570,8813,0,0,0,"165,531",35.5,184,224,3.657268978,-0.911660981
691,Kristian,76,21,49,36.3,27463,14200,0,0,0,"229,176",85.6,103,170,-3.194101806,10.60044019
692,Blek,76,22,49,43.1,20170,14197,0,0,0,"131,812",63.5,120,263,2.835104484,0.469791159
693,Malmo,76,23,49,66.1,60495,18787,0,0,0,"333,924",101,58,136,-3.194101806,10.60044019
694,Norrb,77,1,50,0.8,287,385,0.028,0.038,0.066,"83,356",3,1439,513,-5.108696594,-3.057622193
695,Vasterb,77,2,50,1.7,561,963,0.034,0.017,0.051,"98,043",8.6,1179,415,-5.309734561,-3.355977912
696,Jamt,77,3,50,1.4,363,2052,0.111,0.166,0.277,"75,756",6.7,976,222,-4.993817756,-2.887133211
697,Vastern,77,4,50,6.5,1673,3255,0.433,0,0.433,"150,234",19.7,962,387,-4.781058813,-2.548038063
698,Gavle,77,5,50,8.3,2779,3751,0.405,0,0.405,"163,197",16,756,336,-4.062374376,-1.464477498
699,Koppar,77,6,50,6.1,3502,3512,0.526,0,0.526,"186,612",19.6,696,221,-5.0056477,-2.88665074
700,Varm,77,7,50,13.8,8534,4846,0.877,0.052,0.929,"267,081",20,564,140,-3.511004297,-2.628673034
701,Upps,77,8,50,14.5,13274,5530,0,0.278,0.278,"104,371",73.7,588,422,3.657268978,-0.911660981
702,Vastml,77,9,50,18.6,15336,4715,0,0,0,"123,057",40.2,557,337,3.154624876,-0.893471208
703,Stock,77,10,50,42.6,13881,5897,0,0,0,"289,164",31.8,519,453,3.657268978,-0.911660981
704,Orebro,77,11,50,19.2,11768,4232,0,0,0,"178,951",29,499,254,1.462591827,-1.005609686
705,Soderml,77,12,50,21.3,16252,8098,0,0,0,"140,922",71.4,463,361,3.657268978,-0.911660981
706,Skara,77,13,50,30.7,35872,8233,0,0,0,"252,724",111.9,382,170,0,0
